Potential_Customer,C_ID,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income
0,88226,,1,9,1,4,$25.00 ,$25.00 ,$17.78 ,$25.00 ,18,93,13,35,63,6,17,26,A,1,74,F,H,"$83,754.00 "
1,87775,$20.00 ,2,4,1,3,$20.00 ,$18.00 ,$14.50 ,$20.00 ,24,65,11,27,44,6,13,16,A,0,48,F,H,"$83,754.00 "
1,87771,$20.00 ,2,6,0,1,$20.00 ,$16.50 ,$13.33 ,,19,57,13,34,47,6,6,17,A,0,33,F,H,"$83,754.00 "
0,90077,,7,31,4,21,$13.00 ,$12.71 ,$10.94 ,$13.25 ,17,128,13,32,88,6,17,35,S,1,81,F,H,"$83,754.00 "
0,94040,,7,13,6,8,$3.00 ,$12.43 ,$10.62 ,$12.50 ,4,80,16,36,57,7,18,24,A,1,39,M,U,$0.00 
0,87871,,1,11,1,7,$20.00 ,$20.00 ,$16.55 ,$20.00 ,24,93,11,31,61,6,15,25,A,1,76,M,H,"$71,618.00 "
1,87904,$21.00 ,3,13,1,6,$15.00 ,$13.00 ,$8.62 ,$11.00 ,18,113,13,34,70,6,16,29,A,0,65,M,U,$0.00 
1,9946,$5.00 ,2,17,2,4,$0.00 ,$7.50 ,$7.76 ,$7.50 ,14,110,32,48,73,3,12,16,A,0,71,F,H,"$65,957.00 "
1,87939,$30.00 ,1,7,0,3,$25.00 ,$25.00 ,$13.00 ,,18,75,13,35,55,6,6,22,A,1,7,M,U,$0.00 
0,88003,,5,12,3,5,$15.00 ,$15.00 ,$11.25 ,$14.67 ,19,57,14,35,53,6,17,22,S,1,79,F,U,$0.00 
1,188721,$20.00 ,1,11,0,3,$20.00 ,$20.00 ,$12.45 ,,5,113,17,38,71,8,8,33,A,0,73,F,U,"$76,293.00 "
1,88056,$5.00 ,3,15,2,7,$3.00 ,$4.33 ,$3.80 ,$4.00 ,17,118,13,28,63,6,12,24,S,1,68,F,H,"$113,663.00 "
1,88119,$10.00 ,4,15,4,12,$10.00 ,$7.75 ,$7.00 ,$7.75 ,16,120,14,34,72,6,16,33,A,1,67,F,H,"$62,230.00 "
0,88113,,3,12,3,8,$18.00 ,$18.00 ,$14.58 ,$18.00 ,24,111,11,32,63,6,17,27,A,1,78,M,H,"$62,230.00 "
0,88092,,1,3,1,3,$20.00 ,$20.00 ,$18.33 ,$20.00 ,20,58,10,23,36,4,10,14,A,0,48,M,H,"$62,230.00 "
1,88153,$13.00 ,4,16,3,9,$5.00 ,$7.75 ,$8.06 ,$7.00 ,24,122,6,26,60,3,14,27,S,1,49,F,H,"$56,828.00 "
0,88151,,4,14,4,14,$16.00 ,$14.50 ,$11.57 ,$14.50 ,16,104,14,34,72,6,16,30,S,1,63,M,H,"$56,828.00 "
0,88137,,3,5,0,1,$15.00 ,$12.67 ,$10.60 ,,19,40,11,30,32,6,6,13,S,1,73,M,H,"$56,828.00 "
0,88136,,8,11,4,5,$12.00 ,$10.50 ,$9.45 ,$10.50 ,17,41,13,34,38,6,17,16,S,1,71,F,H,"$56,828.00 "
0,88115,,4,27,3,13,$5.00 ,$4.50 ,$3.78 ,$4.33 ,16,123,12,32,74,5,15,29,S,1,37,F,H,"$56,828.00 "
1,8669,$10.00 ,3,18,1,8,$10.00 ,$10.00 ,$8.39 ,$10.00 ,18,128,15,35,81,7,16,33,S,1,45,F,H,"$87,665.00 "
0,6875,,4,18,4,10,$25.00 ,$26.25 ,$21.61 ,$26.25 ,17,128,15,34,84,6,16,33,A,1,42,F,H,"$87,665.00 "
0,88233,,1,19,1,16,$10.00 ,$10.00 ,$8.32 ,$10.00 ,15,125,9,24,70,3,10,29,E,1,17,F,H,"$87,665.00 "
1,88213,$20.00 ,1,4,0,2,$15.00 ,$15.00 ,$16.25 ,,26,65,10,28,46,4,4,16,A,0,76,M,H,"$87,665.00 "
0,88198,,3,3,0,0,$10.00 ,$13.33 ,$13.33 ,,16,28,13,27,24,6,6,11,A,1,40,F,H,"$87,665.00 "
1,88189,$25.00 ,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,17,17,10,15,13,4,6,5,F,0,80,M,H,"$87,665.00 "
0,88363,,4,5,3,3,$25.00 ,$21.25 ,$22.00 ,$20.00 ,17,33,13,32,31,6,15,13,A,0,,M,U,"$100,910.00 "
0,325,,2,10,2,6,$35.00 ,$32.50 ,$20.90 ,$32.50 ,15,87,24,41,58,10,19,26,S,1,37,F,H,"$165,543.00 "
0,88386,,5,10,3,5,$14.00 ,$14.80 ,$12.80 ,$14.67 ,22,77,10,30,52,5,15,20,A,1,77,F,U,$0.00 
0,88410,,1,10,0,4,$20.00 ,$20.00 ,$14.00 ,,18,110,13,33,66,6,6,29,A,1,62,F,H,"$73,899.00 "
0,88417,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,17,17,10,15,13,4,6,5,F,0,43,F,H,"$107,105.00 "
0,87781,,1,14,0,5,$17.00 ,$17.00 ,$16.14 ,,26,81,11,32,61,5,5,23,A,1,41,M,U,$0.00 
0,88900,,5,8,1,1,$10.00 ,$7.60 ,$8.88 ,$10.00 ,15,44,13,34,38,6,16,16,A,0,,M,U,$0.00 
1,88489,$25.00 ,2,11,2,10,$30.00 ,$27.50 ,$17.00 ,$27.50 ,16,124,9,20,53,4,11,26,A,1,67,F,H,"$107,272.00 "
0,88479,,3,7,1,5,$16.00 ,$14.00 ,$11.43 ,$12.00 ,18,76,13,33,57,6,15,21,A,1,79,M,H,"$107,272.00 "
1,88474,$5.00 ,4,12,3,6,$10.00 ,$11.00 ,$9.83 ,$11.33 ,16,68,12,31,58,5,15,22,S,1,,M,H,"$107,272.00 "
1,88535,$26.00 ,1,10,0,5,$21.00 ,$21.00 ,$8.40 ,,17,130,12,24,58,5,5,26,A,1,68,M,H,"$66,090.00 "
1,88537,$5.00 ,5,23,3,14,$3.00 ,$3.40 ,$3.17 ,$3.67 ,16,128,11,29,66,5,12,26,S,1,76,M,H,"$66,090.00 "
0,88518,,9,23,6,13,$3.00 ,$3.67 ,$3.43 ,$3.67 ,17,75,12,32,55,6,17,23,S,1,67,M,U,$0.00 
0,96314,,2,32,1,17,$25.00 ,$25.00 ,$9.44 ,$25.00 ,17,126,22,44,137,9,20,56,A,1,27,M,H,"$66,090.00 "
0,88542,,1,4,1,3,$25.00 ,$25.00 ,$16.25 ,$25.00 ,17,57,13,32,45,6,15,17,A,0,,M,U,$0.00 
0,88547,,1,1,0,0,$15.00 ,$15.00 ,$15.00 ,,16,16,11,16,13,4,4,5,F,0,43,F,H,"$73,671.00 "
0,88609,,6,16,3,9,$10.00 ,$8.00 ,$7.06 ,$6.67 ,17,81,13,33,61,6,16,25,S,1,65,F,U,$0.00 
1,88596,$14.00 ,2,4,1,1,$15.00 ,$12.50 ,$10.00 ,$15.00 ,16,44,12,29,33,5,12,13,A,0,6,F,H,"$67,047.00 "
1,88572,$15.00 ,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,17,17,10,15,14,3,5,5,F,0,69,F,U,"$67,047.00 "
1,31953,$12.00 ,2,9,2,6,$15.00 ,$15.00 ,$12.22 ,$15.00 ,25,86,14,34,54,6,16,24,A,0,,M,U,"$76,594.00 "
1,88662,$12.00 ,6,22,3,12,$14.00 ,$12.33 ,$8.77 ,$12.33 ,15,130,14,32,77,6,15,32,S,1,67,M,H,"$76,594.00 "
0,88635,,4,5,3,3,$20.00 ,$10.25 ,$9.60 ,$10.00 ,22,35,12,32,34,6,16,14,A,0,35,M,H,"$76,594.00 "
1,12454,$15.00 ,2,7,1,2,$10.00 ,$12.50 ,$9.00 ,$15.00 ,17,45,27,47,62,6,15,16,A,0,,M,H,"$106,020.00 "
1,88709,$15.00 ,2,9,1,6,$15.00 ,$15.50 ,$9.56 ,$16.00 ,26,81,10,30,54,5,16,23,A,1,71,F,U,$0.00 
0,88680,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,17,17,11,16,14,4,6,5,F,0,51,F,H,"$106,020.00 "
0,88116,,4,19,2,12,$5.00 ,$9.25 ,$6.68 ,$9.00 ,16,129,12,29,69,6,15,30,S,1,85,F,H,"$106,020.00 "
1,88735,$10.00 ,8,25,5,14,$10.00 ,$8.00 ,$5.88 ,$8.00 ,21,104,12,32,72,6,17,29,S,1,70,F,H,"$40,165.00 "
0,88733,,7,9,4,4,$10.00 ,$8.57 ,$7.78 ,$8.50 ,17,44,7,27,33,4,13,13,S,1,,F,U,$0.00 
0,89195,,2,7,1,2,$25.00 ,$10.00 ,$10.71 ,$10.00 ,18,69,13,31,50,6,14,18,A,0,,M,H,$0.00 
1,2935,$25.00 ,1,4,1,1,$20.00 ,$50.00 ,$22.50 ,$50.00 ,10,17,28,33,32,5,7,6,F,0,,F,H,"$89,773.00 "
1,88766,$15.00 ,4,7,2,4,$12.00 ,$12.75 ,$11.00 ,$12.00 ,17,45,13,33,39,6,17,17,S,1,50,M,H,"$89,773.00 "
0,7809,,3,23,2,11,$52.00 ,$48.67 ,$38.87 ,$49.50 ,16,110,29,50,112,6,17,33,S,1,,M,H,"$87,767.00 "
1,88856,$4.00 ,5,18,5,11,$5.00 ,$3.60 ,$3.06 ,$3.60 ,15,107,10,27,60,4,11,25,A,1,62,F,U,"$87,767.00 "
0,88848,,1,7,0,6,$20.00 ,$20.00 ,$18.57 ,,17,104,13,31,65,6,6,27,A,0,53,F,H,"$87,767.00 "
0,88838,,1,4,1,3,$20.00 ,$20.00 ,$23.75 ,$20.00 ,17,76,13,26,50,6,12,19,A,1,69,M,H,"$87,767.00 "
0,88822,,3,4,2,3,$20.00 ,$20.00 ,$17.50 ,$20.00 ,25,42,11,32,33,6,16,15,A,0,,F,U,$0.00 
1,88802,$25.00 ,1,2,1,1,$10.00 ,$16.00 ,$13.00 ,$16.00 ,15,17,14,18,16,5,7,6,N,0,66,M,H,"$87,767.00 "
0,88862,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,24,24,7,17,16,3,7,6,N,0,53,F,H,"$118,487.00 "
1,88886,$40.00 ,1,3,0,1,$25.00 ,$40.00 ,$35.00 ,,18,44,13,35,41,6,6,17,A,0,43,M,H,"$72,452.00 "
0,88903,,2,4,0,1,$15.00 ,$15.00 ,$13.00 ,,26,45,9,30,35,4,4,15,A,0,49,F,H,"$59,240.00 "
1,8013,$10.00 ,13,56,8,24,$7.00 ,$10.31 ,$8.29 ,$10.25 ,17,93,35,57,147,11,22,42,S,1,60,F,H,"$54,341.00 "
1,88920,$25.00 ,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,21,21,11,18,17,5,8,7,F,0,42,F,H,"$54,341.00 "
0,7776,,3,10,1,5,$12.00 ,$13.00 ,$9.00 ,$18.00 ,5,68,30,49,68,10,18,25,L,0,67,F,U,$0.00 
1,190839,$15.00 ,2,2,1,1,$15.00 ,$12.50 ,$12.50 ,$10.00 ,18,28,11,24,22,4,10,9,A,0,41,M,H,"$42,613.00 "
1,89030,$11.00 ,6,8,4,5,$10.00 ,$5.33 ,$5.63 ,$5.00 ,17,40,13,32,31,6,15,14,S,1,72,F,H,"$42,613.00 "
0,89026,,2,2,2,2,$50.00 ,$37.50 ,$37.50 ,$37.50 ,21,29,13,27,25,6,13,11,A,0,65,M,H,"$42,613.00 "
0,89071,,1,1,0,0,$20.00 ,$20.00 ,$20.00 ,,20,20,10,16,16,4,4,5,F,0,67,M,H,"$58,282.00 "
1,31893,$20.00 ,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,21,21,10,17,15,4,7,6,F,0,,F,U,"$40,014.00 "
0,89134,,1,1,0,0,$20.00 ,$20.00 ,$20.00 ,,15,15,10,14,12,5,5,6,F,0,,M,U,"$93,202.00 "
0,89176,,1,5,1,4,$30.00 ,$30.00 ,$16.00 ,$30.00 ,17,93,13,30,53,6,14,22,A,0,35,M,H,"$122,794.00 "
1,89174,$20.00 ,2,4,1,2,$27.00 ,$27.00 ,$22.25 ,$27.00 ,24,81,12,32,47,6,16,19,A,0,17,M,H,"$122,794.00 "
1,88868,$8.00 ,6,7,4,4,$8.00 ,$7.67 ,$7.43 ,$7.00 ,17,28,13,24,24,6,12,10,A,1,73,F,H,"$122,794.00 "
1,89209,$6.00 ,5,20,3,14,$7.00 ,$6.40 ,$6.25 ,$6.33 ,16,116,13,31,75,5,12,28,S,1,50,M,H,"$70,182.00 "
0,89227,,2,3,2,2,$10.00 ,$27.50 ,$21.67 ,$27.50 ,18,33,12,30,29,6,14,12,A,0,,M,U,"$60,513.00 "
0,89274,,1,2,1,1,$6.00 ,$25.00 ,$15.50 ,$25.00 ,15,17,12,17,15,5,7,6,N,0,43,F,H,"$59,456.00 "
1,89288,$15.00 ,2,5,0,2,$17.00 ,$16.00 ,$10.40 ,,24,75,10,29,49,4,4,18,A,0,44,F,H,"$59,456.00 "
0,89318,,4,9,1,4,$20.00 ,$13.75 ,$10.67 ,$10.00 ,16,65,15,36,52,6,16,19,S,1,55,F,U,$0.00 
1,1293,$2.00 ,5,14,3,8,$5.00 ,$4.80 ,$5.29 ,$4.33 ,20,92,13,34,71,6,16,27,A,1,75,F,H,"$80,104.00 "
1,1064,$5.00 ,7,25,2,15,$5.00 ,$8.57 ,$9.36 ,$10.00 ,7,121,30,52,108,11,22,41,S,1,69,M,U,$0.00 
1,89358,$20.00 ,2,3,1,2,$20.00 ,$15.00 ,$11.67 ,$10.00 ,18,43,12,31,32,6,14,13,A,0,59,M,H,"$74,919.00 "
0,89397,,1,6,0,4,$23.00 ,$23.00 ,$17.17 ,,17,113,6,11,38,2,2,14,A,0,81,M,H,"$74,919.00 "
0,89335,,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,21,21,11,18,16,5,8,7,F,0,40,F,H,"$74,919.00 "
0,89334,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,21,21,8,15,13,3,6,5,F,0,51,M,U,$0.00 
1,92814,$25.00 ,2,2,2,2,$15.00 ,$10.00 ,$10.00 ,$10.00 ,16,31,12,25,23,4,9,8,A,0,33,F,U,"$56,686.00 "
0,89409,,1,1,0,0,$20.00 ,$20.00 ,$20.00 ,,16,16,12,17,14,5,5,6,F,0,36,F,H,"$56,686.00 "
1,89768,$11.00 ,2,18,1,9,$5.00 ,$6.00 ,$5.11 ,$7.00 ,15,113,13,32,71,5,13,27,S,1,,M,U,"$60,152.00 "
0,89451,,11,36,8,21,$5.00 ,$5.64 ,$6.03 ,$5.50 ,17,130,13,31,78,6,17,32,S,1,58,F,H,"$68,588.00 "
1,89528,$11.00 ,5,11,2,6,$8.00 ,$8.60 ,$7.64 ,$9.00 ,18,75,13,33,54,6,15,20,A,0,67,F,H,"$55,094.00 "
0,89543,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,16,16,11,16,14,5,7,6,F,0,57,F,H,"$83,386.00 "
0,89572,,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,16,16,11,16,13,4,6,5,F,0,45,M,H,"$56,694.00 "
0,89649,,3,25,1,9,$10.00 ,$6.67 ,$8.20 ,$5.00 ,18,103,9,23,63,4,11,24,S,1,43,F,U,"$66,661.00 "
1,89653,$3.00 ,7,33,6,20,$7.00 ,$5.57 ,$4.82 ,$5.67 ,17,124,12,30,74,6,17,32,S,1,80,M,H,"$66,661.00 "
1,89642,$15.00 ,1,6,0,4,$15.00 ,$15.00 ,$8.67 ,,25,87,9,29,50,4,4,21,A,1,,F,U,$0.00 
0,89630,,2,3,1,1,$15.00 ,$12.50 ,$10.00 ,$15.00 ,17,41,10,28,29,4,11,11,A,0,34,F,U,$0.00 
1,89686,$25.00 ,3,4,1,2,$20.00 ,$21.67 ,$18.75 ,$20.00 ,25,41,12,33,38,6,16,15,A,0,58,M,U,$0.00 
0,89675,,0,1,0,0,$15.00 ,$0.00 ,$15.00 ,,22,22,7,7,12,3,3,5,N,0,62,F,H,"$81,018.00 "
1,89680,$15.00 ,2,2,1,1,$15.00 ,$10.00 ,$10.00 ,$5.00 ,17,32,10,23,21,4,9,8,A,0,55,F,H,"$81,018.00 "
0,89716,,3,15,0,5,$15.00 ,$13.67 ,$10.47 ,,17,124,13,35,69,6,6,31,S,1,87,M,H,"$81,018.00 "
1,89677,$15.00 ,0,1,0,0,$15.00 ,$0.00 ,$15.00 ,,23,23,8,8,13,3,3,5,N,0,59,F,U,"$81,018.00 "
0,89732,,4,6,3,3,$6.00 ,$7.75 ,$7.17 ,$6.67 ,19,32,12,29,29,6,15,13,S,1,73,F,H,"$52,611.00 "
0,89734,,2,5,1,4,$20.00 ,$17.50 ,$11.60 ,$20.00 ,20,53,13,34,41,6,16,17,A,1,38,M,H,"$52,611.00 "
0,89767,,3,12,1,3,$10.00 ,$7.67 ,$6.83 ,$5.00 ,18,105,13,33,58,6,17,25,A,0,77,M,U,$0.00 
0,89765,,4,8,3,4,$14.00 ,$14.00 ,$11.00 ,$14.33 ,21,75,13,29,49,6,14,19,A,0,0,M,U,"$54,622.00 "
0,89772,,6,20,3,13,$9.00 ,$7.67 ,$6.15 ,$6.67 ,17,126,20,39,77,8,18,33,F,1,,M,H,"$90,636.00 "
0,89812,,1,11,0,4,$50.00 ,$34.00 ,$36.64 ,,18,86,13,35,65,6,6,25,A,0,71,F,H,"$88,668.00 "
1,89816,$25.00 ,2,6,2,4,$50.00 ,$50.00 ,$35.00 ,$50.00 ,17,76,13,31,54,6,16,21,A,0,50,M,H,"$88,668.00 "
1,5511,$21.00 ,1,22,0,7,$20.00 ,$15.00 ,$22.18 ,,17,126,33,44,102,3,3,18,A,1,79,M,H,"$88,668.00 "
0,89849,,1,3,0,2,$15.00 ,$15.00 ,$11.67 ,,26,44,9,28,32,4,4,13,A,0,55,F,H,"$64,856.00 "
1,89863,$23.00 ,4,13,2,8,$25.00 ,$22.50 ,$14.38 ,$22.50 ,15,102,14,36,69,6,17,28,A,1,50,F,H,"$64,856.00 "
0,89856,,2,11,2,7,$28.00 ,$22.00 ,$12.09 ,$22.00 ,25,79,13,35,60,6,17,24,A,1,52,F,H,"$64,856.00 "
1,89873,$11.00 ,1,12,0,5,$10.00 ,$10.00 ,$13.25 ,,18,86,13,35,65,6,6,26,S,1,52,F,H,"$68,375.00 "
0,89914,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,24,24,8,18,16,3,7,6,N,0,,F,U,$0.00 
0,89948,,1,9,1,4,$20.00 ,$20.00 ,$12.33 ,$20.00 ,21,89,12,32,64,6,16,24,A,1,,M,U,"$69,585.00 "
0,89923,,4,4,2,2,$16.00 ,$11.50 ,$11.50 ,$10.00 ,18,36,12,33,32,6,16,14,A,1,68,F,H,"$69,585.00 "
1,13394,$15.00 ,5,10,5,6,$10.00 ,$8.40 ,$7.40 ,$8.40 ,18,76,22,40,57,6,16,20,A,0,67,F,U,"$69,585.00 "
0,905,,1,5,0,1,$15.00 ,$15.00 ,$10.20 ,,18,64,14,30,54,4,4,18,A,0,65,M,H,"$64,459.00 "
0,89971,,2,2,2,2,$15.00 ,$12.50 ,$12.50 ,$12.50 ,17,24,7,17,15,4,9,7,N,0,83,F,H,"$64,459.00 "
0,89981,,1,7,0,3,$20.00 ,$20.00 ,$7.43 ,,25,114,10,23,56,4,4,18,A,0,,M,U,$0.00 
0,89985,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,20,20,10,17,15,4,7,6,F,0,63,F,H,"$47,135.00 "
0,90013,,2,2,2,2,$50.00 ,$50.00 ,$50.00 ,$50.00 ,16,25,14,27,24,6,12,10,N,0,57,F,H,"$70,339.00 "
1,90031,$3.00 ,4,18,3,13,$5.00 ,$4.75 ,$3.72 ,$5.67 ,17,128,12,27,67,5,13,28,S,1,81,F,U,"$70,339.00 "
0,96505,,6,17,2,8,$17.00 ,$15.67 ,$13.59 ,$16.00 ,16,104,14,36,70,6,17,29,S,1,72,M,H,"$70,339.00 "
1,90080,$20.00 ,2,3,1,2,$20.00 ,$20.00 ,$16.67 ,$20.00 ,15,35,13,27,25,5,11,11,A,0,,F,U,$0.00 
1,90092,$10.00 ,5,13,3,5,$20.00 ,$22.40 ,$18.46 ,$22.33 ,15,89,14,34,65,6,17,25,A,1,58,F,H,"$55,087.00 "
0,90108,,3,3,1,1,$25.00 ,$19.33 ,$19.33 ,$13.00 ,18,29,14,28,25,6,13,11,A,0,,M,U,"$49,203.00 "
0,186105,,2,6,0,3,$15.00 ,$13.00 ,$10.17 ,,9,69,18,36,56,5,5,17,A,0,,M,U,"$80,479.00 "
0,90212,,3,6,1,2,$4.00 ,$23.33 ,$13.83 ,$20.00 ,20,41,12,32,35,6,16,16,A,0,70,M,H,"$48,019.00 "
0,90259,,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,21,21,11,18,16,5,8,7,N,0,25,M,H,"$62,339.00 "
0,90299,,6,12,2,5,$15.00 ,$13.83 ,$12.08 ,$12.50 ,18,53,13,35,46,6,17,19,A,1,64,F,H,$0.00 
0,90355,,2,6,0,1,$15.00 ,$15.00 ,$13.67 ,,26,76,9,28,50,4,4,18,A,0,68,F,H,"$91,382.00 "
1,90350,$10.00 ,3,6,2,3,$20.00 ,$16.67 ,$13.33 ,$15.00 ,26,65,10,32,44,5,16,17,A,0,,U,U,"$91,382.00 "
1,90371,$15.00 ,2,6,1,2,$15.00 ,$11.00 ,$7.17 ,$7.00 ,16,96,12,27,51,5,11,20,A,0,49,M,H,"$91,382.00 "
0,90379,,1,5,0,2,$15.00 ,$15.00 ,$21.00 ,,25,124,9,27,48,4,4,21,A,0,60,M,H,"$91,382.00 "
1,28003,$15.00 ,1,5,0,2,$15.00 ,$15.00 ,$9.20 ,,18,92,10,27,39,4,4,15,A,0,,F,U,$0.00 
0,90445,,3,11,2,4,$25.00 ,$16.67 ,$16.73 ,$17.50 ,18,52,13,33,47,6,17,19,A,1,31,M,U,$0.00 
0,90461,,1,1,1,1,$20.00 ,$20.00 ,$20.00 ,$20.00 ,24,24,7,17,15,3,7,6,N,0,63,M,H,"$72,339.00 "
0,90503,,3,26,2,15,$10.00 ,$8.33 ,$7.15 ,$9.00 ,21,122,12,30,78,5,13,30,A,1,72,F,H,"$72,339.00 "
1,89367,$3.00 ,9,16,7,10,$3.00 ,$3.17 ,$3.22 ,$3.21 ,18,53,14,33,45,6,17,19,S,1,30,M,U,$0.00 
1,90480,$11.00 ,4,7,3,5,$11.00 ,$10.75 ,$9.00 ,$10.33 ,23,65,12,28,43,6,13,16,A,0,55,F,H,"$72,339.00 "
0,90481,,3,7,3,7,$5.00 ,$9.00 ,$7.00 ,$9.00 ,16,76,13,31,55,5,12,18,S,1,56,F,H,"$72,339.00 "
1,90482,$20.00 ,1,8,1,4,$16.00 ,$16.00 ,$11.13 ,$16.00 ,20,75,13,31,52,6,14,21,A,1,47,M,H,"$72,339.00 "
0,90483,,8,22,5,12,$3.00 ,$4.25 ,$3.55 ,$4.60 ,20,77,7,28,54,4,15,22,S,1,75,U,H,"$72,339.00 "
0,90494,,2,10,0,5,$15.00 ,$13.50 ,$11.90 ,,18,124,13,33,62,6,6,29,A,1,45,F,H,"$72,339.00 "
1,90499,$10.00 ,8,47,7,25,$8.00 ,$8.63 ,$7.62 ,$8.57 ,20,130,10,32,83,5,16,32,S,1,45,F,H,"$72,339.00 "
1,10384,$10.00 ,2,12,1,7,$18.00 ,$17.00 ,$9.67 ,$18.00 ,17,128,16,37,83,6,16,31,A,1,73,M,U,$0.00 
0,90552,,1,2,0,0,$16.00 ,$16.00 ,$13.00 ,,18,37,10,24,23,4,4,9,A,0,46,F,U,"$76,959.00 "
1,90566,$15.00 ,1,7,0,3,$15.00 ,$15.00 ,$8.43 ,,25,92,9,29,54,4,4,23,A,0,40,F,H,"$76,959.00 "
0,90578,,1,1,1,1,$25.00 ,$25.00 ,$25.00 ,$25.00 ,17,17,11,16,14,5,7,6,F,0,,F,U,"$95,776.00 "
0,3965,,2,13,0,5,$50.00 ,$50.00 ,$32.15 ,,17,126,24,46,100,8,8,38,A,0,,M,H,"$95,776.00 "
1,397,$16.00 ,1,7,0,2,$16.00 ,$16.00 ,$15.86 ,,20,84,15,30,60,4,4,18,A,0,79,F,H,"$93,770.00 "
1,8460,$5.00 ,8,52,5,19,$5.00 ,$5.00 ,$5.00 ,$5.00 ,6,57,34,54,88,13,22,23,A,0,,F,U,$0.00 
1,93995,$10.00 ,6,20,2,10,$3.00 ,$4.83 ,$3.25 ,$5.00 ,19,113,14,35,63,6,17,26,S,1,,F,U,$0.00 
0,90674,,1,6,0,3,$20.00 ,$20.00 ,$13.67 ,,26,81,9,26,52,4,4,19,A,1,75,U,H,"$88,147.00 "
1,90680,$24.00 ,1,13,0,7,$18.00 ,$18.00 ,$12.62 ,,24,92,11,30,69,5,5,24,A,1,49,F,U,"$88,147.00 "
0,90660,,2,2,1,1,$20.00 ,$15.00 ,$15.00 ,$20.00 ,24,32,9,24,23,4,10,9,A,0,53,M,H,"$88,147.00 "
1,90694,$30.00 ,2,5,1,2,$25.00 ,$20.00 ,$19.40 ,$20.00 ,18,40,12,34,36,5,16,15,A,0,82,F,H,"$76,673.00 "
1,90727,$5.00 ,5,14,4,11,$5.00 ,$6.40 ,$5.36 ,$6.75 ,17,122,13,31,65,6,14,28,A,1,51,M,H,"$122,155.00 "
1,90765,$20.00 ,1,6,1,2,$20.00 ,$25.00 ,$26.67 ,$25.00 ,18,44,15,35,40,6,17,17,A,1,,F,U,$0.00 
1,90775,$17.00 ,1,7,0,4,$15.00 ,$15.00 ,$10.71 ,,24,73,11,30,51,5,5,20,A,0,46,M,H,"$51,904.00 "
1,4187,$25.00 ,1,34,1,14,$25.00 ,$28.00 ,$15.85 ,$28.00 ,14,122,33,50,126,7,17,33,A,1,83,F,U,$0.00 
0,4127,,3,13,3,8,$15.00 ,$15.00 ,$12.62 ,$15.00 ,18,119,17,38,82,6,16,26,A,0,75,F,H,"$51,904.00 "
1,90816,$20.00 ,13,35,8,18,$27.00 ,$22.69 ,$17.80 ,$22.50 ,18,91,14,35,72,6,17,27,S,1,44,F,U,$0.00 
0,90849,,2,5,1,2,$10.00 ,$15.00 ,$11.00 ,$10.00 ,17,105,11,24,47,5,11,18,A,0,22,F,H,"$46,071.00 "
0,90857,,7,26,2,11,$10.00 ,$8.57 ,$7.31 ,$7.50 ,18,130,14,36,81,6,17,32,A,1,79,F,H,"$46,071.00 "
0,90842,,1,7,0,4,$20.00 ,$20.00 ,$10.14 ,,17,74,13,28,49,6,6,20,A,0,73,M,H,"$46,071.00 "
0,91877,,4,7,3,4,$10.00 ,$9.25 ,$9.57 ,$10.67 ,16,44,14,33,37,6,15,15,A,1,,M,H,"$46,250.00 "
1,90899,$17.00 ,1,4,1,2,$17.00 ,$17.00 ,$12.00 ,$17.00 ,15,85,10,24,46,4,9,15,A,0,58,F,H,"$46,250.00 "
0,90909,,2,3,1,1,$10.00 ,$7.50 ,$6.67 ,$5.00 ,17,22,11,19,17,5,9,8,N,0,63,F,H,"$56,172.00 "
1,90947,$25.00 ,1,1,1,1,$15.00 ,$15.00 ,$15.00 ,$15.00 ,17,17,10,15,13,4,6,5,F,0,47,F,H,"$52,613.00 "
